words@kab1991m	@kab1991m	79.053	79.273	в
words@kab1991m	@kab1991m	79.273	79.493	военной
words@kab1991m	@kab1991m	79.493	80.035	форме
words@kab1991m	@kab1991m	80.035	80.158	/
words@kab1991m	@kab1991m	80.158	80.744	иии
words@kab1991m	@kab1991m	80.744	80.915	вообще
words@kab1991m	@kab1991m	80.915	81.161	это
words@kab1991m	@kab1991m	81.161	81.34	не
words@kab1991m	@kab1991m	81.34	81.657	совсем
words@kab1991m	@kab1991m	81.657	81.984	праздник
words@kab1991m	@kab1991m	81.984	82.148	/
words@kab1991m	@kab1991m	82.148	82.424	это
words@kab1991m	@kab1991m	82.424	82.483	/
words@kab1991m	@kab1991m	82.483	82.659	скорее
words@kab1991m	@kab1991m	82.659	82.749	/
words@kab1991m	@kab1991m	82.749	83.03	день
words@kab1991m	@kab1991m	83.03	83.381	скорби
words@kab1991m	@kab1991m	83.381	83.432	/
words@kab1991m	@kab1991m	83.432	83.693	девятое
words@kab1991m	@kab1991m	83.693	83.805	мая
words@kab1991m	@kab1991m	83.805	83.861	/
words@kab1991m	@kab1991m	83.861	83.91	/
words@kab1991m	@kab1991m	84.92	85.25	а
words@kab1991m	@kab1991m	85.25	85.58	это
words@kab1991m	@kab1991m	85.58	85.91	/
words@kab1991m	@kab1991m	85.91	86.404	справа
words@kab1991m	@kab1991m	86.404	86.547	от
words@kab1991m	@kab1991m	86.547	86.803	нас
words@kab1991m	@kab1991m	86.803	86.936	/
words@kab1991m	@kab1991m	86.936	87.854	это
words@kab1991m	@kab1991m	87.854	88.225	заброшенный
words@kab1991m	@kab1991m	88.225	88.647	кинотеатр
words@kab1991m	@kab1991m	88.647	88.994	Победа
words@kab1991m	@kab1991m	88.994	89.071	/
words@kab1991m	@kab1991m	89.071	89.21	/
words@kab1991m	@kab1991m	89.9	90.332	функционировал
words@kab1991m	@kab1991m	90.332	90.628	в
words@kab1991m	@kab1991m	90.628	90.924	советское
words@kab1991m	@kab1991m	90.924	91.22	время
words@kab1991m	@kab1991m	91.22	91.874	счас
